Date,Open,High,Low,Close,Volume,Market Cap
2021-03-11,666.75,671.11,658.68,671.58,39320,26406527.8
2021-03-12,706.79,708.91,692.11,704.65,30808,21708930.12
2021-03-13,677.74,691.36,663.65,677.55,62389,42271688.02
2021-03-14,646.04,658.28,631.36,643.98,44773,28833036.93
2021-03-15,639.88,657.55,634.49,643.37,61168,39353762.28
2021-03-16,657.37,660.66,648.54,651.55,37747,24594172.75
2021-03-17,651.63,651.42,636.35,651.4,86396,56278280.87
2021-03-18,614.04,615.41,593.51,610.55,93692,57203679.36
2021-03-19,610.87,614.89,603.96,609.27,67505,41128630.01
2021-03-20,584.56,596.82,570.0,583.68,95896,55972434.98
2021-03-21,600.71,605.79,593.42,597.57,28135,16812687.3
2021-03-22,606.34,623.86,594.39,605.4,57377,34736261.41
2021-03-23,581.16,604.44,575.06,587.11,33554,19699766.01
2021-03-24,582.77,595.7,569.46,577.33,72491,41851156.39
2021-03-25,560.74,562.06,546.17,556.64,65621,36527583.67
2021-03-26,545.36,568.35,541.65,555.89,68283,37957915.09
2021-03-27,572.22,583.11,566.04,575.49,95140,54752498.4
2021-03-28,561.49,567.92,549.66,556.28,26923,14976712.2
2021-03-29,557.73,572.83,562.98,566.86,57591,32646057.38
2021-03-30,561.47,572.89,548.71,556.76,72261,40231691.05
2021-03-31,540.69,547.46,537.27,541.4,64336,34831368.37
2021-04-01,546.46,540.02,531.64,539.76,84083,45384403.4
2021-04-02,519.55,539.72,511.88,519.55,70948,36861199.33
2021-04-03,505.37,521.19,494.96,508.98,43002,21887130.12
2021-04-04,487.06,490.18,475.15,485.52,90098,43744542.66
2021-04-05,525.16,534.5,502.58,525.32,83016,43609657.75
2021-04-06,522.47,533.64,526.59,526.52,36672,19308598.96
2021-04-07,524.12,523.06,501.46,513.03,14213,7291653.58
2021-04-08,512.95,531.82,510.06,517.81,20293,10507850.48
2021-04-09,504.85,529.29,510.84,516.06,65860,33987717.89
2021-04-10,520.05,523.41,502.29,512.14,72507,37133785.99
2021-04-11,522.01,534.95,515.45,524.92,67134,35240250.34
2021-04-12,539.09,555.97,525.19,540.57,12100,6540947.72
2021-04-13,528.67,530.84,520.01,530.46,71997,38191828.76
2021-04-14,516.6,525.7,512.91,519.45,38172,19828361.57
2021-04-15,510.62,519.55,502.78,514.45,30132,15501310.07
2021-04-16,463.92,483.94,460.06,468.91,28199,13222746.47
2021-04-17,439.43,445.41,434.73,439.1,46609,20466222.83
2021-04-18,464.93,470.51,458.18,466.94,52965,24731583.6
2021-04-19,503.99,513.09,489.19,500.34,18016,9014150.03
2021-04-20,498.27,501.32,485.5,495.86,49779,24683447.01
2021-04-21,503.25,516.14,496.24,507.89,41881,21271015.79
2021-04-22,515.16,536.52,507.25,514.62,92594,47650426.74
2021-04-23,574.61,590.63,565.11,576.69,34472,19879809.45
2021-04-24,594.63,608.53,588.99,599.59,61813,37062203.3
2021-04-25,600.97,606.92,586.89,597.53,46021,27498815.34
2021-04-26,578.31,593.45,568.75,578.92,64131,37126509.48
2021-04-27,545.25,560.6,526.41,547.29,34087,18655399.72
2021-04-28,547.58,562.24,536.31,551.86,22828,12597793.58
2021-04-29,532.09,547.75,525.75,537.23,71610,38471045.44
2021-04-30,519.23,511.89,503.29,509.28,11401,5806358.26
2021-05-01,498.52,498.4,488.32,496.85,95179,47290023.08
2021-05-02,470.27,484.84,457.64,475.72,25193,11984878.96
2021-05-03,511.4,516.8,502.78,509.97,54864,27978742.4
2021-05-04,533.41,541.03,518.93,528.1,30307,16005072.38
2021-05-05,529.28,539.42,519.55,528.44,29611,15647599.97
2021-05-06,565.41,564.67,546.7,558.54,53791,30044298.07
2021-05-07,552.87,571.4,552.77,560.59,21950,12304840.83
2021-05-08,533.9,551.77,532.98,543.86,86240,46902427.74
2021-05-09,576.12,595.15,566.89,574.82,87403,50241149.9
2021-05-10,587.48,598.03,569.53,586.1,12745,7469844.53
2021-05-11,549.16,568.05,559.29,565.86,65243,36918082.93
2021-05-12,559.43,581.65,547.66,562.55,13866,7800294.81
2021-05-13,540.49,552.37,538.46,545.54,42245,23046165.81
2021-05-14,511.42,523.51,512.65,518.38,54724,28367824.16
2021-05-15,532.35,558.12,530.91,537.4,81354,43719924.08
2021-05-16,579.07,587.82,574.65,576.09,61374,35357059.95
2021-05-17,543.53,562.12,536.43,548.62,40116,22008459.1
2021-05-18,555.46,574.05,556.2,560.38,91029,51010818.54
2021-05-19,539.77,556.84,539.66,547.87,30447,16680906.9
2021-05-20,544.97,545.76,524.82,538.62,40431,21777127.32
2021-05-21,529.45,535.23,513.63,527.28,27908,14715236.06
2021-05-22,498.04,528.54,507.66,510.5,39336,20080902.52
2021-05-23,507.06,522.99,500.41,511.97,50992,26106233.63
2021-05-24,498.49,512.41,480.15,495.85,65350,32403682.5
2021-05-25,508.16,511.38,494.94,501.76,79561,39920318.65
2021-05-26,505.46,507.48,488.68,501.25,61955,31055105.73
2021-05-27,495.2,499.76,492.69,496.97,71240,35404403.08
2021-05-28,469.67,492.56,467.39,479.32,30093,14424248.39
2021-05-29,472.64,486.76,457.63,468.29,16155,7565175.74
2021-05-30,482.41,489.46,470.59,483.89,56607,27391831.71
2021-05-31,494.76,506.98,481.42,494.41,43487,21500543.44
2021-06-01,474.47,478.48,472.13,475.36,65668,31216072.94
2021-06-02,471.07,485.07,467.17,477.85,30963,14795628.16
2021-06-03,495.2,504.72,476.11,493.38,60124,29663763.02
2021-06-04,461.62,461.85,461.41,460.49,62870,28950899.42
2021-06-05,469.73,481.77,457.02,471.86,66547,31400568.22
2021-06-06,461.46,464.92,441.09,459.1,74110,34024125.46
2021-06-07,464.15,484.04,468.44,471.02,63554,29934887.44
2021-06-08,454.9,465.42,449.6,456.25,30936,14114544.4
2021-06-09,420.78,435.35,408.06,420.65,14426,6068328.3
2021-06-10,379.93,397.2,383.03,388.6,98839,38408966.68
2021-06-11,389.78,393.25,373.24,390.06,37606,14668710.2
2021-06-12,399.43,398.32,380.46,395.76,57832,22887446.42
2021-06-13,376.65,378.63,375.1,378.17,38151,14427607.34
2021-06-14,391.27,404.61,385.16,391.44,89303,34957033.68
2021-06-15,361.52,381.5,344.86,358.71,21308,7643447.92
2021-06-16,355.95,370.07,344.24,357.89,72522,25954970.86
2021-06-17,332.68,352.53,313.08,334.17,55671,18603615.52
2021-06-18,315.75,337.3,316.03,321.63,12204,3925220.73
2021-06-19,323.01,330.49,305.79,323.08,97265,31424563.33
2021-06-20,304.7,322.7,300.94,306.37,41131,12601454.87
2021-06-21,301.68,306.79,286.68,299.18,62428,18677367.96
2021-06-22,322.63,327.51,305.35,319.81,43870,14029994.59
2021-06-23,312.73,317.73,313.74,308.77,59067,18238150.93
2021-06-24,323.44,335.18,311.43,325.98,68585,22357640.54
2021-06-25,293.01,317.2,286.97,303.89,31607,9605059.75
2021-06-26,318.69,321.63,299.51,314.99,34968,11014442.8
2021-06-27,346.47,358.76,324.05,344.32,21908,7543312.73
2021-06-28,292.21,309.76,280.56,295.38,36423,10758801.87
2021-06-29,282.72,291.66,272.63,279.95,84707,23713464.64
2021-06-30,284.75,311.69,275.79,291.99,88257,25770017.84
2021-07-01,293.58,304.86,281.4,288.43,71215,20540361.94
2021-07-02,294.68,311.7,285.94,296.35,65835,19510227.45
2021-07-03,280.63,295.1,270.61,284.77,59429,16923636.69
2021-07-04,283.89,298.76,274.76,287.0,92152,26447852.06
2021-07-05,283.23,297.01,267.63,284.39,48458,13780918.78
2021-07-06,308.18,318.31,285.8,308.24,56169,17313789.33
2021-07-07,314.07,321.96,309.52,313.83,17659,5541976.74
2021-07-08,318.94,319.06,312.73,321.09,70614,22673099.12
2021-07-09,314.35,326.94,301.77,313.35,87240,27336436.09
2021-07-10,304.14,319.3,296.41,304.1,42793,13013153.5
2021-07-11,292.71,300.14,286.32,295.94,56473,16712857.59
2021-07-12,300.34,317.36,290.45,304.33,99388,30247073.72
2021-07-13,299.46,303.46,283.2,296.41,98330,29146346.05
2021-07-14,305.33,310.88,291.47,302.71,65751,19903423.68
2021-07-15,345.0,361.27,333.98,344.72,88915,30650519.19
2021-07-16,367.26,367.69,353.76,362.64,64254,23301043.21
2021-07-17,346.81,361.66,339.6,356.62,17006,6064664.48
2021-07-18,378.32,400.17,362.83,381.14,84218,32099133.35
2021-07-19,367.7,382.75,358.39,373.48,75344,28139618.36
2021-07-20,344.5,349.45,328.97,333.22,43840,14608337.79
2021-07-21,317.12,315.56,304.87,313.56,42430,13304251.42
2021-07-22,276.25,279.05,265.64,276.64,33091,9154354.44
2021-07-23,274.04,275.55,264.82,270.11,42983,11610204.74
2021-07-24,276.56,278.57,260.58,270.98,33989,9210336.41
2021-07-25,310.54,307.99,294.9,305.01,85451,26063295.3
2021-07-26,316.66,323.89,296.63,312.05,28990,9046248.64
2021-07-27,306.85,320.34,300.66,308.17,90360,27845807.5
2021-07-28,322.75,330.76,309.44,325.25,46081,14987997.87
2021-07-29,276.72,287.44,276.32,281.53,21033,5921433.23
2021-07-30,289.26,293.31,280.83,286.74,26241,7524420.36
2021-07-31,301.87,306.84,294.56,302.66,15939,4824100.94
2021-08-01,271.5,269.11,263.35,273.59,57562,15748299.85
2021-08-02,294.61,306.54,299.05,296.96,45063,13382068.76
2021-08-03,311.48,312.08,291.94,304.23,86721,26383432.05
2021-08-04,301.19,304.79,277.88,296.43,37045,10981165.13
2021-08-05,318.74,314.52,296.33,309.58,54769,16955571.26
2021-08-06,358.14,369.55,346.55,355.5,57118,20305290.28
2021-08-07,359.92,381.76,355.06,359.63,94703,34058470.43
2021-08-08,364.97,370.93,364.16,365.1,31625,11546254.55
2021-08-09,351.31,373.41,354.63,356.41,37076,13214321.67
2021-08-10,333.61,351.75,330.57,339.91,74805,25427330.55
2021-08-11,359.56,367.2,336.49,357.02,54605,19495162.77
2021-08-12,335.73,348.68,343.99,340.4,94565,32189915.82
2021-08-13,343.39,351.92,328.83,342.33,98509,33722705.87
2021-08-14,338.86,349.03,326.67,333.28,49121,16370951.99
2021-08-15,340.03,347.67,335.04,343.36,75101,25786503.98
2021-08-16,360.58,359.16,345.22,350.53,41433,14523547.06
2021-08-17,366.83,388.03,368.62,371.78,53309,19819310.95
2021-08-18,367.03,377.0,351.45,362.08,77468,28049720.17
2021-08-19,359.31,361.57,345.87,357.18,54254,19378654.17
2021-08-20,344.08,347.2,324.77,338.11,77293,26133428.38
2021-08-21,324.14,343.36,328.15,329.72,47853,15778222.25
2021-08-22,349.3,351.09,323.4,337.77,48405,16349696.31
2021-08-23,352.51,368.28,338.95,353.41,76652,27089470.0
2021-08-24,338.85,347.39,323.34,335.47,53527,17956446.57
2021-08-25,360.58,366.12,345.46,353.36,87227,30822300.14
2021-08-26,377.95,392.68,369.43,380.97,10492,3997138.19
2021-08-27,393.87,407.64,380.54,389.74,18811,7331376.36
2021-08-28,423.92,435.67,412.93,427.77,34272,14660694.69
2021-08-29,419.78,423.04,404.63,412.8,82010,33853639.52
2021-08-30,384.6,393.33,377.87,388.41,57153,22198558.23
2021-08-31,353.52,357.27,352.02,353.33,64110,22652077.47
2021-09-01,385.28,395.38,372.23,383.75,23979,9201996.6
2021-09-02,401.26,403.72,391.09,397.34,38328,15229233.01
2021-09-03,406.57,406.44,384.17,396.73,22867,9071977.53
2021-09-04,400.57,420.92,388.89,402.83,69234,27889345.33
2021-09-05,386.51,398.62,373.87,380.82,35851,13652688.9
2021-09-06,440.08,451.35,420.08,430.23,41279,17759569.81
2021-09-07,434.15,451.51,422.44,433.32,83402,36139503.0
2021-09-08,433.25,458.02,424.16,436.0,25449,11095888.16
2021-09-09,442.37,463.2,437.07,451.02,86221,38887413.63
2021-09-10,470.56,466.63,447.85,461.14,99080,45689790.42
2021-09-11,464.9,471.12,458.02,466.12,15451,7201990.4
2021-09-12,445.8,467.79,432.82,450.81,97178,43808676.89
2021-09-13,453.95,471.0,446.98,460.74,51316,23643228.87
2021-09-14,493.86,509.51,481.85,498.88,73064,36450054.65
2021-09-15,530.89,533.54,514.55,526.29,73761,38819443.99
2021-09-16,563.94,566.5,546.62,558.65,48870,27301253.73
2021-09-17,552.19,560.85,539.51,548.93,40873,22436263.2
2021-09-18,530.3,534.36,521.85,529.63,68627,36347204.03
2021-09-19,521.39,538.9,512.74,527.62,76155,40180781.49
2021-09-20,525.58,546.79,517.91,529.23,35372,18720027.12
2021-09-21,546.08,550.95,542.27,551.62,13642,7525155.81
2021-09-22,521.13,520.56,513.38,518.27,38001,19694681.95
2021-09-23,544.04,562.74,531.58,549.36,44064,24206931.7
2021-09-24,543.13,563.52,536.14,546.7,24122,13187456.73
2021-09-25,537.74,546.21,534.79,538.66,34820,18756165.31
2021-09-26,510.57,518.93,508.51,518.92,78431,40699305.1
2021-09-27,486.56,503.48,477.33,486.32,65745,31973205.14
2021-09-28,502.75,509.23,494.49,503.28,60081,30237859.07
2021-09-29,511.17,513.45,492.37,505.25,80902,40875836.02
2021-09-30,475.85,491.55,470.95,479.95,18711,8980382.33
2021-10-01,448.05,461.22,446.08,454.55,95132,43242293.32
2021-10-02,446.46,453.95,431.52,448.33,28793,12908902.6
2021-10-03,476.72,487.93,480.91,482.22,18199,8775834.16
2021-10-04,477.72,496.81,467.78,477.52,86253,41187822.25
2021-10-05,438.66,463.76,433.32,447.96,46191,20691743.43
2021-10-06,440.52,456.42,430.41,443.55,20211,8964500.89
2021-10-07,433.95,437.66,423.49,438.59,73069,32047417.97
2021-10-08,387.99,398.04,365.05,385.15,98896,38090134.01
2021-10-09,380.51,397.19,366.07,384.57,66746,25668344.8
2021-10-10,371.77,384.06,376.23,380.45,31542,12000117.5
2021-10-11,393.86,406.17,392.93,394.87,41312,16312992.27
2021-10-12,433.95,447.61,420.72,432.35,55242,23883994.45
2021-10-13,454.03,468.23,452.15,455.38,97893,44578846.77
2021-10-14,447.45,457.1,450.14,450.51,65388,29457661.61
2021-10-15,425.52,438.94,417.29,428.88,37691,16164731.54
2021-10-16,481.41,494.49,468.01,480.84,87960,42294888.7
2021-10-17,478.08,492.82,463.97,482.53,94388,45544727.2
2021-10-18,481.66,499.58,469.46,483.31,32601,15756234.6
2021-10-19,487.07,495.3,463.72,483.32,28020,13542703.53
2021-10-20,481.28,501.55,476.01,487.78,18155,8855726.65
2021-10-21,485.18,499.5,481.08,485.4,79119,38404144.21
2021-10-22,465.48,479.09,460.31,474.42,91051,43196779.58
2021-10-23,465.13,474.24,447.32,463.99,46777,21703911.51
2021-10-24,458.94,472.17,451.88,463.83,29710,13780441.45
2021-10-25,458.56,468.68,436.21,453.46,34532,15658993.29
2021-10-26,432.32,452.02,430.32,439.71,28601,12576041.15
2021-10-27,444.55,451.39,429.61,442.33,73227,32390861.29
2021-10-28,443.84,441.33,428.61,437.74,14967,6551585.8
2021-10-29,463.16,470.33,446.42,468.32,94289,44156977.95
2021-10-30,411.49,427.35,401.59,415.8,30022,12483023.55
2021-10-31,433.41,444.54,433.71,438.13,53463,23423530.61
2021-11-01,461.12,476.88,444.28,463.55,84671,39249048.06
2021-11-02,425.17,424.36,416.25,422.58,15722,6643801.25
2021-11-03,413.39,434.19,406.16,416.23,37413,15572269.04
2021-11-04,403.69,422.62,396.96,409.3,91050,37266522.36
2021-11-05,371.55,392.14,368.9,381.65,95867,36587362.65
2021-11-06,374.6,385.01,354.17,366.59,93596,34311429.47
2021-11-07,353.28,359.62,340.54,344.88,76732,26463274.65
2021-11-08,383.23,388.05,367.99,380.42,22297,8482328.63
2021-11-09,395.59,410.03,384.13,399.64,78323,31300864.87
2021-11-10,429.31,425.75,410.21,425.57,33816,14391052.43
2021-11-11,445.25,455.82,437.01,440.5,50695,22331287.95
2021-11-12,417.15,426.94,411.7,418.42,29702,12427962.37
2021-11-13,408.64,408.55,403.65,408.43,35242,14393936.92
2021-11-14,424.88,422.81,407.02,418.72,65841,27568865.89
2021-11-15,386.57,409.13,392.53,394.78,77712,30678853.08
2021-11-16,414.53,427.61,405.15,409.54,95663,39177464.69
2021-11-17,403.68,415.33,398.56,405.23,63574,25762074.56
2021-11-18,392.67,403.32,397.22,398.23,95744,38128449.96
2021-11-19,407.8,415.85,403.09,412.95,38482,15891238.44
2021-11-20,418.01,439.41,422.87,422.34,19171,8096637.48
2021-11-21,409.57,427.87,403.19,415.62,13696,5692310.31
2021-11-22,448.16,447.65,431.29,439.31,30058,13204631.12
2021-11-23,420.64,425.34,411.3,418.18,30313,12676404.95
2021-11-24,436.32,444.36,423.31,431.0,29149,12563291.67
2021-11-25,446.18,456.59,433.67,443.36,63521,28162957.57
2021-11-26,437.98,443.19,424.71,437.67,55740,24395925.88
2021-11-27,445.07,448.98,428.11,444.7,14956,6650877.11
2021-11-28,418.19,424.71,405.1,420.17,85731,36021935.35
2021-11-29,437.58,446.81,418.0,439.15,92612,40670978.3
2021-11-30,428.92,442.51,422.58,435.96,76641,33412140.28
2021-12-01,431.41,444.09,415.3,426.0,73811,31443634.78
2021-12-02,438.42,454.96,439.77,447.48,62160,27815493.56
2021-12-03,428.6,437.65,426.01,433.9,61313,26603424.15
2021-12-04,416.29,410.26,393.53,406.23,73232,29748749.79
2021-12-05,376.27,384.67,370.59,375.59,25417,9546460.42
2021-12-06,389.1,389.1,377.07,388.21,34729,13482274.14
2021-12-07,366.29,372.8,353.2,363.11,40099,14560152.57
2021-12-08,391.0,402.02,392.34,398.7,39961,15932491.16
2021-12-09,350.59,373.36,352.82,357.56,22602,8081625.92
2021-12-10,389.77,402.57,369.37,391.99,19256,7548189.32
2021-12-11,392.2,417.32,393.69,396.71,96120,38131947.94
2021-12-12,394.9,404.14,385.62,395.28,44681,17661400.18
2021-12-13,387.31,379.22,368.77,384.88,97440,37502634.82
2021-12-14,400.31,410.65,380.72,393.36,74789,29419149.08
2021-12-15,397.16,405.62,385.48,393.11,53361,20976704.58
2021-12-16,410.7,428.96,411.64,415.68,74503,30969058.59
2021-12-17,416.59,423.45,407.81,418.46,44540,18638202.88
2021-12-18,418.73,431.75,425.16,421.97,36536,15416946.53
2021-12-19,410.11,426.13,404.34,415.19,94700,39318840.27
2021-12-20,408.33,423.37,404.38,414.55,73043,30280322.94
2021-12-21,429.53,422.54,405.86,421.21,88532,37290633.65
2021-12-22,387.56,411.35,383.22,387.51,66575,25798306.62
2021-12-23,359.92,375.22,352.66,361.04,12871,4646993.64
2021-12-24,378.83,388.51,364.22,376.41,56002,21079656.57
2021-12-25,383.0,396.9,369.3,380.33,59812,22748076.91
2021-12-26,382.74,390.37,373.86,377.15,32626,12304786.2
2021-12-27,374.3,384.63,371.25,378.02,69979,26453133.81
2021-12-28,387.48,401.72,368.47,385.47,86057,33172129.34
2021-12-29,370.62,389.43,363.88,375.17,76668,28763668.24
2021-12-30,359.15,366.91,358.43,360.11,90070,32434716.99
2021-12-31,364.81,378.47,350.11,364.52,99390,36229897.96
2022-01-01,346.23,354.25,343.45,345.46,52998,18308430.01
2022-01-02,354.67,365.16,345.66,354.12,73814,26139026.0
2022-01-03,324.58,333.57,307.75,320.57,55607,17825852.29
2022-01-04,338.67,358.49,325.58,341.65,17812,6085498.43
2022-01-05,352.51,358.37,353.29,351.6,71844,25260605.96
2022-01-06,353.43,369.05,343.67,357.22,80093,28611153.99
2022-01-07,391.98,397.46,363.07,377.38,12179,4596086.32
2022-01-08,406.62,420.31,403.97,411.19,53798,22121063.0
2022-01-09,428.47,442.96,421.52,431.97,84601,36545505.28
2022-01-10,400.07,415.73,400.92,395.66,18275,7230638.57
2022-01-11,368.42,383.75,374.31,370.57,60574,22446655.06
2022-01-12,362.98,361.2,343.03,358.57,57857,20745753.61
2022-01-13,360.36,365.61,352.29,359.59,30700,11039452.52
2022-01-14,368.43,383.89,362.18,370.44,49464,18323665.15
2022-01-15,352.67,368.54,345.26,356.43,52351,18659445.54
2022-01-16,356.72,371.48,352.49,360.66,92534,33373768.32
2022-01-17,344.1,366.86,338.35,346.06,23869,8260040.93
2022-01-18,333.45,341.24,322.35,334.33,70315,23508196.81
2022-01-19,302.53,316.32,304.17,306.69,30954,9493396.48
2022-01-20,288.18,288.91,272.93,288.73,41555,11998134.64
2022-01-21,256.72,278.0,253.35,262.2,73353,19232814.26
2022-01-22,246.96,249.18,238.21,243.18,92190,22418567.64
2022-01-23,269.49,280.04,260.45,264.75,55026,14568172.23
2022-01-24,242.74,261.02,236.05,246.26,56976,14031065.08
2022-01-25,295.61,321.16,290.94,299.41,90578,27119992.26
2022-01-26,310.67,323.02,307.52,309.78,55095,17067148.69
2022-01-27,320.3,322.19,306.98,313.97,24270,7620135.58
2022-01-28,304.74,309.57,291.35,297.31,40908,12162205.8
2022-01-29,304.8,318.02,295.5,311.81,25523,7958390.18
2022-01-30,305.83,312.4,290.15,300.8,72433,21787827.08
2022-01-31,303.43,312.74,285.89,303.74,57068,17333830.3
2022-02-01,355.23,365.09,348.99,355.44,29991,10660049.64
2022-02-02,356.54,359.53,345.48,354.02,20775,7354774.27
2022-02-03,375.1,389.01,365.57,377.51,87801,33145394.55
2022-02-04,369.43,378.06,350.92,363.94,94995,34572704.53
2022-02-05,370.86,365.48,350.14,363.74,71250,25916659.58
2022-02-06,406.97,406.22,394.1,399.66,26673,10660093.93
2022-02-07,378.4,398.46,381.92,387.62,37056,14363619.38
2022-02-08,423.22,422.63,416.15,424.37,16614,7050453.83
2022-02-09,429.35,457.72,421.62,439.02,17415,7645590.28
2022-02-10,424.45,434.72,423.28,428.27,98691,42266783.07
2022-02-11,429.43,446.73,434.06,441.42,53884,23785587.97
2022-02-12,463.62,470.34,447.72,461.37,26964,12440466.43
2022-02-13,475.41,485.0,460.93,474.31,47726,22636889.45
2022-02-14,441.24,449.62,430.63,443.4,47044,20859539.42
2022-02-15,425.41,444.26,418.96,429.36,67149,28831238.45
2022-02-16,426.48,436.91,420.24,424.91,47544,20202005.14
2022-02-17,418.87,429.74,417.38,423.92,59976,25425211.86
2022-02-18,431.44,444.22,421.2,436.84,42252,18457217.58
2022-02-19,434.88,443.31,427.02,440.89,13832,6098398.26
2022-02-20,413.66,418.42,411.36,414.68,90437,37502747.53
2022-02-21,419.88,434.73,408.44,422.79,44148,18665228.38
2022-02-22,433.58,441.37,418.96,435.5,71240,31024973.48
2022-02-23,449.8,466.22,436.93,447.2,98454,44028151.89
2022-02-24,474.13,479.67,457.18,469.31,95076,44620190.82
2022-02-25,493.74,489.73,471.43,486.49,87116,42380994.33
2022-02-26,496.47,500.46,489.65,496.17,63459,31486630.68
2022-02-27,497.01,510.53,473.62,495.27,48402,23972034.39
2022-02-28,463.49,472.17,446.43,462.55,67727,31327142.97
2022-03-01,463.27,486.6,459.02,471.64,48578,22911456.49
2022-03-02,474.45,484.46,466.47,476.3,32318,15392947.07
2022-03-03,480.4,489.43,469.75,482.23,85715,41334171.06
2022-03-04,454.64,472.79,454.99,457.19,87787,40135602.39
2022-03-05,435.87,441.78,415.66,436.07,95029,41439474.19
2022-03-06,456.54,470.08,441.99,457.63,30466,13942305.84
2022-03-07,452.41,466.28,440.02,457.34,55475,25371148.9
2022-03-08,470.72,485.87,461.32,471.47,70142,33070118.28
2022-03-09,469.34,491.63,464.34,472.54,95160,44966926.41
2022-03-10,460.54,481.67,467.01,473.64,36564,17318002.32
2022-03-11,485.92,500.17,478.83,492.9,32412,15975907.51
2022-03-12,483.52,496.41,475.64,483.08,61001,29468370.07
2022-03-13,490.96,490.09,476.44,485.5,67649,32843760.66
2022-03-14,464.62,494.84,464.03,476.76,70957,33829248.18
2022-03-15,464.22,485.8,461.86,468.57,45517,21327768.68
2022-03-16,465.04,467.89,447.66,462.88,23156,10718533.97
2022-03-17,472.22,469.91,457.92,467.83,33064,15468209.87
2022-03-18,456.65,462.95,456.29,458.75,35711,16382469.83
2022-03-19,480.95,488.64,477.72,484.37,40106,19426002.16
2022-03-20,473.07,480.98,450.43,466.97,75458,35236949.51
2022-03-21,467.72,481.48,458.42,463.74,26589,12330300.54
2022-03-22,459.74,469.39,440.97,455.44,99272,45212666.3
2022-03-23,482.54,493.7,474.27,484.88,96511,46796431.31
2022-03-24,494.88,501.03,480.17,489.31,17214,8423032.88
2022-03-25,500.72,516.1,487.89,510.45,95731,48865872.37
2022-03-26,486.89,496.72,477.66,481.24,37127,17866946.22
2022-03-27,486.75,499.24,480.78,487.08,15141,7374872.6
2022-03-28,506.02,519.24,495.49,505.37,38884,19650894.2
2022-03-29,502.79,513.88,485.44,507.52,12708,6449537.73
2022-03-30,520.26,538.48,519.43,529.33,28375,15019668.6
2022-03-31,520.02,533.11,508.11,519.48,25088,13032758.37
2022-04-01,550.93,565.39,539.85,548.17,67615,37064427.17
2022-04-02,598.16,601.61,582.85,594.65,55046,32732920.6
2022-04-03,590.86,601.79,579.26,587.89,20014,11766028.44
2022-04-04,581.32,585.92,566.0,579.48,74425,43127787.72
2022-04-05,604.43,629.63,595.18,609.05,13273,8083887.97
2022-04-06,644.98,649.06,632.31,641.14,57135,36631475.68
2022-04-07,626.0,644.4,626.81,631.18,40881,25803342.36
2022-04-08,628.81,634.11,612.81,623.28,88077,54896460.29
2022-04-09,617.72,641.17,601.13,618.14,18712,11566679.69
2022-04-10,591.5,602.9,585.89,591.75,84704,50123875.05
2022-04-11,578.21,581.31,562.21,573.88,62874,36082150.15
2022-04-12,559.3,567.5,550.33,554.3,79087,43837725.39
2022-04-13,543.29,552.53,534.64,539.44,22297,12027927.93
2022-04-14,535.15,548.46,522.75,539.25,37128,20021193.74
2022-04-15,548.25,548.96,530.97,544.43,78368,42666057.4
2022-04-16,571.87,583.3,564.2,575.94,97599,56211377.2
2022-04-17,560.41,570.88,558.08,556.48,98499,54812237.14
2022-04-18,569.54,577.92,569.43,576.66,88958,51298654.61
2022-04-19,572.41,581.64,559.85,572.88,42920,24588083.99
2022-04-20,568.29,587.37,569.64,572.39,21156,12109534.86
2022-04-21,590.74,595.92,578.16,586.39,21108,12377495.82
2022-04-22,570.01,585.3,550.6,564.43,41845,23618757.82
2022-04-23,573.58,573.86,570.14,572.58,12800,7329057.32
2022-04-24,577.24,581.6,574.81,576.41,52712,30383810.76
2022-04-25,590.28,585.19,584.23,586.76,12610,7399052.08
2022-04-26,598.65,613.01,581.37,593.04,87603,51952437.53
2022-04-27,642.84,647.93,635.44,642.65,43872,28194342.92
2022-04-28,627.9,630.46,616.01,630.4,20728,13066832.72
2022-04-29,623.51,627.22,609.67,620.28,30583,18969879.79
2022-04-30,599.02,611.35,588.91,608.31,95774,58260521.29
2022-05-01,602.25,604.68,593.89,597.7,17263,10318146.14
2022-05-02,581.9,595.66,573.8,585.46,77450,45343506.34
2022-05-03,608.53,623.76,603.71,609.74,99285,60537593.56
2022-05-04,643.23,647.77,625.64,638.65,29456,18811945.67
2022-05-05,625.65,637.86,617.13,627.73,75942,47671125.11
2022-05-06,614.82,618.68,606.55,611.58,23689,14487803.72
2022-05-07,627.21,623.95,612.3,621.51,42934,26683992.07
2022-05-08,611.52,611.73,600.6,610.97,43276,26440227.05
2022-05-09,625.68,632.3,617.12,624.13,29873,18644518.36
2022-05-10,628.09,639.11,615.05,628.68,23050,14491178.63
2022-05-11,599.45,606.68,594.03,598.87,76216,45643449.79
2022-05-12,624.74,631.27,609.86,630.32,94444,59529919.52
2022-05-13,665.27,677.74,651.97,666.74,94040,62699977.06
2022-05-14,648.54,673.13,643.24,654.98,31644,20726235.88
2022-05-15,643.23,657.15,623.5,647.73,72021,46649982.97
2022-05-16,643.93,661.05,645.49,653.94,47125,30817149.52
2022-05-17,662.45,670.83,648.08,661.13,76899,50840539.87
2022-05-18,683.26,679.28,663.69,674.8,52291,35286219.82
2022-05-19,713.23,719.66,701.52,715.51,45060,32240832.36
2022-05-20,717.3,724.73,694.99,712.47,11538,8220478.69
