date,open,high,low,close,volume,market_cap,daily_return,log_return,volatility
2021-02-20,547.12,557.76,531.38,547.32,90742,49664911.440000005,0.06112952945966388,0.05933393461174396,0.12261319905686478
2021-02-21,546.43,561.29,537.47,550.13,28971,15937816.23,0.005134108017247563,0.005120973421787373,0.11956353139153068
2021-02-22,570.61,585.48,573.15,574.22,35599,20441657.78,0.04378964971915744,0.04285798421629308,0.11522672710225831
2021-02-23,582.26,588.31,567.05,576.07,97592,56219823.440000005,0.0032217616941241367,0.0032165829400769936,0.0825824110149943
2021-02-24,631.2,626.09,608.95,617.78,76914,47515930.919999994,0.07240439529918219,0.06990322593447416,0.09214537848960659
2021-02-25,648.48,664.34,642.15,653.39,77055,50346966.449999996,0.05764187898604689,0.05604178746485356,0.09635483727041796
2021-02-26,643.62,663.67,638.88,648.91,97697,63396560.269999996,-0.0068565481565374675,-0.0068801622856931414,0.08323166064690685
2021-02-27,673.45,676.97,661.41,668.84,15355,10270038.200000001,0.030713041870213287,0.030250836391066883,0.07728307191602847
2021-02-28,678.48,690.15,671.36,682.25,64120,43745870.0,0.020049638179534757,0.019851290993979583,0.07335622506801542
2021-03-01,715.21,718.66,702.36,710.12,84619,60089644.28,0.04085012825210699,0.04003781025014904,0.07286566913729564
2021-03-02,693.65,695.83,664.25,691.32,48342,33419791.44,-0.02647439869317858,-0.026831156306304803,0.09007967174796921
2021-03-03,705.42,712.13,694.93,705.54,95992,67726195.67999999,0.020569345599722233,0.020360653531087305,0.07416063801602041
2021-03-04,729.42,733.6,717.29,727.21,88860,64619880.6,0.030714062987215573,0.030251827080478,0.06272497187144162
2021-03-05,694.44,702.54,673.32,692.54,12257,8488462.78,-0.047675361999972576,-0.04884929601765649,0.08869647537368086
2021-03-06,668.47,683.55,666.19,669.37,37364,25010340.68,-0.033456551246137334,-0.03402902660661409,0.09410645800576044
2021-03-07,620.31,646.36,619.64,629.09,34972,22000535.48,-0.06017598637524835,-0.06206264079399134,0.10859704748649492
2021-03-08,625.09,634.49,618.95,624.2,36654,22879426.8,-0.007773132620133794,-0.007803500888916259,0.0912087812028704
2021-03-09,646.92,651.33,625.88,639.05,90769,58005929.449999996,0.0237904517782761,0.02351186874104424,0.09932681643233973
2021-03-10,661.55,680.82,662.07,669.6,91423,61216840.800000004,0.047805336045692925,0.046697820597542274,0.11180744330136785
2021-03-11,666.75,671.11,658.68,671.58,39320,26406525.6,0.002956989247311803,0.00295262595396558,0.10413167079218727
2021-03-12,706.79,708.91,692.11,704.65,30808,21708857.2,0.0492420858274516,0.04806808050828881,0.10844602651170664
2021-03-13,677.74,691.36,663.65,677.55,62389,42271666.949999996,-0.03845880933796919,-0.03921787486879719,0.1105868354002779
2021-03-14,646.04,658.28,631.36,643.98,44773,28832916.54,-0.04954615895505854,-0.0508156810472347,0.10335231783271567
2021-03-15,639.88,657.55,634.49,643.37,61168,39353656.160000004,-0.0009472343861610666,-0.0009476832961566072,0.10271519750095849
2021-03-16,657.37,660.66,648.54,651.55,37747,24594057.849999998,0.012714301257441107,0.012634153165583382,0.10090418434912236
2021-03-17,651.63,651.42,636.35,651.4,86396,56278354.4,-0.0002302202440334078,-0.00023024674878182035,0.08702621974829314
2021-03-18,614.04,615.41,593.51,610.55,93692,57203650.599999994,-0.06271108381946577,-0.06476370256310228,0.10521655720358407
2021-03-19,610.87,614.89,603.96,609.27,67505,41128771.35,-0.002096470395544947,-0.0020986710659027705,0.079796010317106
2021-03-20,584.56,596.82,570.0,583.68,95896,55972577.279999994,-0.042001083263577765,-0.042908631767216196,0.0808692313609577
2021-03-21,600.71,605.79,593.42,597.57,28135,16812631.950000003,0.02379728618421062,0.02351854430938042,0.08334729826197039
2021-03-22,606.34,623.86,594.39,605.4,57377,34736035.8,0.01310306742306322,0.013017964832325883,0.08636621103623396
2021-03-23,581.16,604.44,575.06,587.11,33554,19699888.94,-0.030211430459200495,-0.030677200789089993,0.08473471583908054
2021-03-24,582.77,595.7,569.46,577.33,72491,41851229.03,-0.016657866498611784,-0.016798169032980547,0.0829953647136138
2021-03-25,560.74,562.06,546.17,556.64,65621,36527273.44,-0.035837389361370486,-0.036495315361915776,0.06747570457952122
2021-03-26,545.36,568.35,541.65,555.89,68283,37957836.87,-0.0013473699338890643,-0.0013482784529242888,0.06762382470883994
2021-03-27,572.22,583.11,566.04,575.49,95140,54752118.6,0.035258774217920896,0.03465141886564859,0.07206761892649481
2021-03-28,561.49,567.92,549.66,556.28,26923,14976726.44,-0.03338024987402044,-0.033950087205946076,0.07121800975774557
2021-03-29,557.73,572.83,562.98,566.86,57591,32646034.26,0.019019198964550288,0.01884059504891833,0.0736324515473872
2021-03-30,561.47,572.89,548.71,556.76,72261,40232034.36,-0.01781745051688255,-0.017978092300128652,0.07037356002838198
2021-03-31,540.69,547.46,537.27,541.4,64336,34831510.4,-0.027588188806667135,-0.02797589017899897,0.072922800880238
2021-04-01,546.46,540.02,531.64,539.76,84083,45384640.08,-0.0030291835980790216,-0.003033780861030841,0.06560994689544966
2021-04-02,519.55,539.72,511.88,519.55,70948,36861033.4,-0.03744256706684457,-0.03816154402051425,0.07346984586169483
2021-04-03,505.37,521.19,494.96,508.98,43002,21887157.96,-0.020344528919256977,-0.02055432925095728,0.05232418207229907
2021-04-04,487.06,490.18,475.15,485.52,90098,43744380.96,-0.04609218436873752,-0.047188241520098706,0.05847917743657893
2021-04-05,525.16,534.5,502.58,525.32,83016,43609965.120000005,0.08197396605701113,0.07878711918935952,0.11120851088179905
2021-04-06,522.47,533.64,526.59,526.52,36672,19308541.439999998,0.0022843219371049273,0.0022817168402477356,0.11154314133515202
2021-04-07,524.12,523.06,501.46,513.03,14213,7291695.39,-0.025621059029096727,-0.02595499456413489,0.11113800959718832
2021-04-08,512.95,531.82,510.06,517.81,20293,10507918.329999998,0.009317193926281053,0.009274056613741049,0.11241367482110792
2021-04-09,504.85,529.29,510.84,516.06,65860,33987711.599999994,-0.00337961800660469,-0.0033853418153699973,0.10597584147303371
2021-04-10,520.05,523.41,502.29,512.14,72507,37133734.98,-0.00759601596713555,-0.0076250126291551226,0.10395673519695851
2021-04-11,522.01,534.95,515.45,524.92,67134,35239979.279999994,0.024954114109423164,0.024647844865797887,0.08893618104972996
2021-04-12,539.09,555.97,525.19,540.57,12100,6540897.000000001,0.029814066905433423,0.02937826837874686,0.05052495808836341
2021-04-13,528.67,530.84,520.01,530.46,71997,38191528.620000005,-0.018702480714801073,-0.018879583761064543,0.05558564138195289
2021-04-14,516.6,525.7,512.91,519.45,38172,19828445.400000002,-0.020755570636805776,-0.02097399512922737,0.05292011093814511
2021-04-15,510.62,519.55,502.78,514.45,30132,15501407.400000002,-0.009625565501973243,-0.009672190694721422,0.05317942994554961
2021-04-16,463.92,483.94,460.06,468.91,28199,13222793.09,-0.08852172222762178,-0.09268751644483493,0.10636989090046459
2021-04-17,439.43,445.41,434.73,439.1,46609,20466011.900000002,-0.06357296709389859,-0.06568367480931257,0.11774583468039304
2021-04-18,464.93,470.51,458.18,466.94,52965,24731477.1,0.06340241402869506,0.061473592189619786,0.13866120324418474
2021-04-19,503.99,513.09,489.19,500.34,18016,9014125.44,0.07152953270227425,0.06908709756965731,0.1583507936867118
2021-04-20,498.27,501.32,485.5,495.86,49779,24683414.94,-0.008953911340288556,-0.00899423850884246,0.1580887504432991
2021-04-21,503.25,516.14,496.24,507.89,41881,21270941.09,0.02426088008712135,0.02397125988012282,0.1606955869941079
2021-04-22,515.16,536.52,507.25,514.62,92594,47650724.28,0.013250900785603204,0.013163875532155835,0.16124669534467928
2021-04-23,574.61,590.63,565.11,576.69,34472,19879657.680000003,0.12061326804243921,0.11387609620249364,0.15483081423521003
2021-04-24,594.63,608.53,588.99,599.59,61813,37062456.67,0.03970937592120549,0.03894122787129804,0.10802091131279819
2021-04-25,600.97,606.92,586.89,597.53,46021,27498928.13,-0.003435681048716721,-0.003441596553930096,0.11537737652429579
2021-04-26,578.31,593.45,568.75,578.92,64131,37126718.519999996,-0.03114487975499136,-0.03164019298084286,0.12450008022823891
2021-04-27,545.25,560.6,526.41,547.29,34087,18655474.23,-0.05463621916672423,-0.056185472301166065,0.14495640820353856
2021-04-28,547.58,562.24,536.31,551.86,22828,12597860.08,0.00835023479325403,0.008315564452651804,0.14455721062092158
2021-04-29,532.09,547.75,525.75,537.23,71610,38471040.300000004,-0.026510346827093856,-0.02686808270822862,0.14959170880075245
2021-04-30,519.23,511.89,503.29,509.28,11401,5806301.279999999,-0.052026134058038576,-0.05342834467887839,0.09116872574612968
2021-05-01,498.52,498.4,488.32,496.85,95179,47289686.15,-0.024407005969211304,-0.024709793856410193,0.06278737606307186
2021-05-02,470.27,484.84,457.64,475.72,25193,11984813.96,-0.042527925933380284,-0.04345872381832778,0.057946523919734316
2021-05-03,511.4,516.8,502.78,509.97,54864,27978994.080000002,0.07199613217859246,0.06952245459974347,0.11751873904619524
2021-05-04,533.41,541.03,518.93,528.1,30307,16005126.700000001,0.035551110849657785,0.0349337592540994,0.11840342621713512
2021-05-05,529.28,539.42,519.55,528.44,29611,15647636.840000002,0.0006438174588145884,0.0006436102972658302,0.11763542255311647
2021-05-06,565.41,564.67,546.7,558.54,53791,30044425.139999997,0.05696010900007553,0.055396966346300036,0.1289860426694883
2021-05-07,552.87,571.4,552.77,560.59,21950,12304950.5,0.003670283238443206,0.0036635641844535273,0.10972313845209093
2021-05-08,533.9,551.77,532.98,543.86,86240,46902486.4,-0.029843557680301114,-0.03029793974709158,0.1121222151334799
2021-05-09,576.12,595.15,566.89,574.82,87403,50240992.46,0.05692641488618411,0.05536508751693664,0.09663552842241734
2021-05-10,587.48,598.03,569.53,586.1,12745,7469844.5,0.019623534323788272,0.019433475171631666,0.08295389187325035
2021-05-11,549.16,568.05,559.29,565.86,65243,36918403.980000004,-0.03453335608257979,-0.035143725698535126,0.09659295015140933
2021-05-12,559.43,581.65,547.66,562.55,13866,7800318.3,-0.005849503410737755,-0.005866678766767669,0.09753293861613355
2021-05-13,540.49,552.37,538.46,545.54,42245,23046337.299999997,-0.03023731223891213,-0.03070388920953336,0.08713147909814328
2021-05-14,511.42,523.51,512.65,518.38,54724,28367827.12,-0.04978553359973603,-0.051067565760633066,0.09843724347835217
2021-05-15,532.35,558.12,530.91,537.4,81354,43719639.6,0.036691230371542094,0.03603413213447634,0.10550511010859256
2021-05-16,579.07,587.82,574.65,576.09,61374,35356947.660000004,0.07199478972832174,0.06952120230874073,0.11496464242167503
2021-05-17,543.53,562.12,536.43,548.62,40116,22008439.92,-0.04768352167196099,-0.04885786421658753,0.12179556282610836
2021-05-18,555.46,574.05,556.2,560.38,91029,51010831.02,0.02143560205606798,0.021209090758729145,0.12095495460261516
2021-05-19,539.77,556.84,539.66,547.87,30447,16680997.89,-0.022324137192619276,-0.022577092504233925,0.12281644937303984
2021-05-20,544.97,545.76,524.82,538.62,40431,21776945.22,-0.016883567269607713,-0.017027719531386935,0.12004859774911855
2021-05-21,529.45,535.23,513.63,527.28,27908,14715330.239999998,-0.021053804166202617,-0.021278596252187733,0.10897809411413263
2021-05-22,498.04,528.54,507.66,510.5,39336,20081028.0,-0.03182369898346227,-0.03234107913974418,0.10578477429578645
2021-05-23,507.06,522.99,500.41,511.97,50992,26106374.240000002,0.002879529872673814,0.0028753919681066757,0.06066511881842407
2021-05-24,498.49,512.41,480.15,495.85,65350,32403797.5,-0.031486219895697,-0.03199256794069285,0.05201325827919553
2021-05-25,508.16,511.38,494.94,501.76,79561,39920527.36,0.0119189270948874,0.011848456089854081,0.04487992363810828
2021-05-26,505.46,507.48,488.68,501.25,61955,31054943.75,-0.001016422193877542,-0.0010169391012093856,0.04623142775456311
2021-05-27,495.2,499.76,492.69,496.97,71240,35404142.800000004,-0.008538653366583437,-0.008575316519057623,0.046081760905462676
2021-05-28,469.67,492.56,467.39,479.32,30093,14424176.76,-0.0355152222468158,-0.03616122928740546,0.05181399793364693
2021-05-29,472.64,486.76,457.63,468.29,16155,7565224.95,-0.023011766669448375,-0.02328067068582914,0.04869363663302675
2021-05-30,482.41,489.46,470.59,483.89,56607,27391561.23,0.03331269085395805,0.03276984603051226,0.06576709196046093
2021-05-31,494.76,506.98,481.42,494.41,43487,21500407.67,0.021740478207857183,0.02150752431714529,0.06480568175865449
2021-06-01,474.47,478.48,472.13,475.36,65668,31215940.48,-0.03853077405392291,-0.03929272076184674,0.07315564635318661
2021-06-02,471.07,485.07,467.17,477.85,30963,14795669.55,0.005238135307977121,0.00522446399789117,0.07408334492153631
2021-06-03,495.2,504.72,476.11,493.38,60124,29663979.12,0.03249973841163545,0.03198279249867044,0.08347519092436752
2021-06-04,461.62,461.85,461.41,460.49,62870,28951006.3,-0.0666626129960679,-0.06898852827788453,0.10361587371833487
2021-06-05,469.73,481.77,457.02,471.86,66547,31400867.42,0.024691089925948484,0.02439119148559273,0.10514798444891235
2021-06-06,461.46,464.92,441.09,459.1,74110,34023901.0,-0.027041919213325993,-0.02741428016339089,0.10113717370109072
2021-06-07,464.15,484.04,468.44,471.02,63554,29935205.08,0.025963842300152473,0.02563250470473092,0.10259172774498601
2021-06-08,454.9,465.42,449.6,456.25,30936,14114550.0,-0.03135747951254719,-0.03185965106320598,0.10009449074282192
2021-06-09,420.78,435.35,408.06,420.65,14426,6068296.899999999,-0.07802739726027397,-0.08123977089987866,0.12352469410415938
2021-06-10,379.93,397.2,383.03,388.6,98839,38408835.400000006,-0.07619160822536541,-0.07925059705348278,0.12084285469305936
2021-06-11,389.78,393.25,373.24,390.06,37606,14668596.36,0.003757076685537708,0.0037500365010925433,0.11820830717666857
2021-06-12,399.43,398.32,380.46,395.76,57832,22887592.32,0.014613136440547514,0.014507393475020686,0.11384861226802256
2021-06-13,376.65,378.63,375.1,378.17,38151,14427563.67,-0.04444612896705069,-0.0454641369508061,0.11568804498963367
2021-06-14,391.27,404.61,385.16,391.44,89303,34956766.32,0.03509003887140705,0.03448841701222113,0.12068253561055856
2021-06-15,361.52,381.5,344.86,358.71,21308,7643392.68,-0.08361434702636428,-0.0873179843812699,0.1354305547477957
2021-06-16,355.95,370.07,344.24,357.89,72522,25954898.58,-0.0022859691672938443,-0.0022885859835455585,0.12624870225885018
2021-06-17,332.68,352.53,313.08,334.17,55671,18603578.07,-0.06627734778842653,-0.0685758310908445,0.12105228279884098
2021-06-18,315.75,337.3,316.03,321.63,12204,3925172.52,-0.037525810216357036,-0.03824802898895012,0.11805716264665675
2021-06-19,323.01,330.49,305.79,323.08,97265,31424376.2,0.004508285918602084,0.004498154037837452,0.11425966029113217
2021-06-20,304.7,322.7,300.94,306.37,41131,12601304.47,-0.05172093599108574,-0.053106448728430414,0.11579075422525531
2021-06-21,301.68,306.79,286.68,299.18,62428,18677209.04,-0.023468355256715756,-0.023748122899350237,0.08958395707499746
2021-06-22,322.63,327.51,305.35,319.81,43870,14030064.7,0.0689551440604319,0.06668167050812172,0.11900706257397599
2021-06-23,312.73,317.73,313.74,308.77,59067,18238117.59,-0.03452049654482359,-0.03513040628227497,0.11899594845548374
2021-06-24,323.44,335.18,311.43,325.98,68585,22357338.3,0.05573728017618307,0.05423936661932518,0.12504243587833763
2021-06-25,293.01,317.2,286.97,303.89,31607,9605051.23,-0.06776489355175175,-0.07017023597117909,0.1387065642900815
2021-06-26,318.69,321.63,299.51,314.99,34968,11014570.32,0.036526374675047046,0.035875098469663524,0.14541921261670526
2021-06-27,346.47,358.76,324.05,344.32,21908,7543362.56,0.09311406711324155,0.08903056524339367,0.1579184956094991
2021-06-28,292.21,309.76,280.56,295.38,36423,10758625.74,-0.14213522304832715,-0.1533087945352007,0.23226439224969495
2021-06-29,282.72,291.66,272.63,279.95,84707,23713724.65,-0.05223779538221951,-0.053651647203261925,0.22179133605720494
2021-06-30,284.75,311.69,275.79,291.99,88257,25770161.43,0.04300767994284693,0.042108539311609634,0.22858947865046397
2021-07-01,293.58,304.86,281.4,288.43,71215,20540542.45,-0.012192198362957596,-0.012267132914250035,0.2168422690596466
2021-07-02,294.68,311.7,285.94,296.35,65835,19510202.25,0.027459002184238912,0.027088766041585412,0.21100532936183405
2021-07-03,280.63,295.1,270.61,284.77,59429,16923596.33,-0.039075417580563654,-0.039859351323017995,0.20805063776729324
2021-07-04,283.89,298.76,274.76,287.0,92152,26447624.0,0.007830881061909656,0.007800378848791841,0.17400540933779723
2021-07-05,283.23,297.01,267.63,284.39,48458,13780970.62,-0.009094076655052352,-0.009135680192746501,0.09077928665952349
2021-07-06,308.18,318.31,285.8,308.24,56169,17313532.56,0.08386370828791456,0.08053216475102752,0.10556510719099779
2021-07-07,314.07,321.96,309.52,313.83,17659,5541923.97,0.018135219309628692,0.01797273770587686,0.10064594809820442
2021-07-08,318.94,319.06,312.73,321.09,70614,22673449.259999998,0.023133543638275578,0.022870019640614834,0.09753793322990736
2021-07-09,314.35,326.94,301.77,313.35,87240,27336654.000000004,-0.024105391011865707,-0.024400680993709317,0.10368889197065811
2021-07-10,304.14,319.3,296.41,304.1,42793,13013351.3,-0.029519706398595802,-0.029964181987365505,0.0987168482633418
2021-07-11,292.71,300.14,286.32,295.94,56473,16712619.62,-0.026833278526800508,-0.027199863608930914,0.10535278148209437
2021-07-12,300.34,317.36,290.45,304.33,99388,30246750.04,0.028350341285395597,0.027955907889967883,0.10632531640346282
2021-07-13,299.46,303.46,283.2,296.41,98330,29145995.3,-0.026024381428054966,-0.02636900791991126,0.07113413820238333
2021-07-14,305.33,310.88,291.47,302.71,65751,19903485.209999997,0.02125434364562584,0.021031620446801198,0.07237129314042184
2021-07-15,345.0,361.27,333.98,344.72,88915,30650778.8,0.13877969013247027,0.12995724181633667,0.15397265817429354
2021-07-16,367.26,367.69,353.76,362.64,64254,23301070.56,0.051984219076351756,0.050678113325011195,0.15261932551119198
2021-07-17,346.81,361.66,339.6,356.62,17006,6064679.72,-0.016600485329803627,-0.016739817526693197,0.14798297312602987
2021-07-18,378.32,400.17,362.83,381.14,84218,32098848.52,0.06875665974987366,0.0664959725943292,0.140554776685694
2021-07-19,367.7,382.75,358.39,373.48,75344,28139477.12,-0.020097601931048925,-0.020302306084504756,0.15167904524302908
2021-07-20,344.5,349.45,328.97,333.22,43840,14608364.8,-0.10779693691763947,-0.11406152311480243,0.205127020930811
2021-07-21,317.12,315.56,304.87,313.56,42430,13304350.8,-0.05900006002040703,-0.060812203180401356,0.21898092894651938
2021-07-22,276.25,279.05,265.64,276.64,33091,9154294.24,-0.11774461028192373,-0.12527370738554108,0.19671532948246886
2021-07-23,274.04,275.55,264.82,270.11,42983,11610138.13,-0.023604684788895214,-0.02388773849706219,0.17312165614138203
2021-07-24,276.56,278.57,260.58,270.98,33989,9210339.22,0.003220909999629873,0.003215733980367076,0.17762147234608947
2021-07-25,310.54,307.99,294.9,305.01,85451,26063409.509999998,0.12558122370654656,0.11829954553689424,0.21682457716342368
2021-07-26,316.66,323.89,296.63,312.05,28990,9046329.5,0.023081210452116308,0.02281886842487263,0.2236791890117454
2021-07-27,306.85,320.34,300.66,308.17,90360,27846241.200000003,-0.012433904822945041,-0.012511852621828983,0.19849630954024416
2021-07-28,322.75,330.76,309.44,325.25,46081,14987845.25,0.05542395431093228,0.05394253863439164,0.19818099867323216
2021-07-29,276.72,287.44,276.32,281.53,21033,5921420.489999999,-0.13441967717140668,-0.14435510355519818,0.21319056278012627
2021-07-30,289.26,293.31,280.83,286.74,26241,7524344.34,0.018506020672752532,0.018336867980705353,0.2112652271715698
2021-07-31,301.87,306.84,294.56,302.66,15939,4824097.74,0.05552068075608574,0.05403418144075836,0.21583499355602828
2021-08-01,271.5,269.11,263.35,273.59,57562,15748387.579999998,-0.09604837110949593,-0.10097942788604405,0.20547863418736828
2021-08-02,294.61,306.54,299.05,296.96,45063,13381908.479999999,0.08541978873496836,0.08196681422499952,0.22585974677935622
2021-08-03,311.48,312.08,291.94,304.23,86721,26383129.830000002,0.024481411637931272,0.024186544694179146,0.22780329984767622
2021-08-04,301.19,304.79,277.88,296.43,37045,10981249.35,-0.025638497189626297,-0.025972891417033572,0.2188136584614195
2021-08-05,318.74,314.52,296.33,309.58,54769,16955387.02,0.0443612319940625,0.04340543727075014,0.16030383260680767
2021-08-06,358.14,369.55,346.55,355.5,57118,20305449.0,0.14832999547774417,0.13830870909756424,0.20353247915750555
2021-08-07,359.92,381.76,355.06,359.63,94703,34058039.89,0.01161744022503508,0.011550475903332967,0.20228185433755982
2021-08-08,364.97,370.93,364.16,365.1,31625,11546287.5,0.01521007702360766,0.01509556351496263,0.14271977541498276
2021-08-09,351.31,373.41,354.63,356.41,37076,13214257.16,-0.02380169816488631,-0.024089535097173678,0.14674298543267694
2021-08-10,333.61,351.75,330.57,339.91,74805,25426967.55,-0.04629499733453046,-0.047400876877349236,0.16423377880472761
2021-08-11,359.56,367.2,336.49,357.02,54605,19495077.099999998,0.05033685387308395,0.04911092593233777,0.1590108728735195
2021-08-12,335.73,348.68,343.99,340.4,94565,32189925.999999996,-0.046552013892779076,-0.047670405920187,0.1732087778489165
2021-08-13,343.39,351.92,328.83,342.33,98509,33722585.97,0.00566980023501773,0.005653787415479029,0.0947876686978586
2021-08-14,338.86,349.03,326.67,333.28,49121,16371046.879999999,-0.02643647942044225,-0.026792206602036118,0.09454631659039377
2021-08-15,340.03,347.67,335.04,343.36,75101,25786679.36,0.030244839174268012,0.029796481929671912,0.10022879286522647
2021-08-16,360.58,359.16,345.22,350.53,41433,14523509.489999998,0.020881873252562855,0.02066683538093614,0.10222097828310828
2021-08-17,366.83,388.03,368.62,371.78,53309,19819220.02,0.06062248594984743,0.058855986655728214,0.10284276100997347
2021-08-18,367.03,377.0,351.45,362.08,77468,28049613.439999998,-0.02609069880036574,-0.026437099593770694,0.09941746783877409
2021-08-19,359.31,361.57,345.87,357.18,54254,19378443.72,-0.01353292090145819,-0.013625325491873454,0.08423968242324428
2021-08-20,344.08,347.2,324.77,338.11,77293,26133536.23,-0.0533904473934711,-0.054868570068695124,0.10455432139664034
2021-08-21,324.14,343.36,328.15,329.72,47853,15778091.160000002,-0.024814409511697333,-0.025127476879631818,0.10410182355430055
2021-08-22,349.3,351.09,323.4,337.77,48405,16349756.85,0.024414654858667895,0.024121381038122013,0.10224734252774155
2021-08-23,352.51,368.28,338.95,353.41,76652,27089583.32,0.04630369778251486,0.045263665549928715,0.11126646513504991
2021-08-24,338.85,347.39,323.34,335.47,53527,17956702.69,-0.050762570385671,-0.052096322397381545,0.09877304651983813
2021-08-25,360.58,366.12,345.46,353.36,87227,30822532.720000003,0.05332816645303606,0.051954833652575194,0.11726517177936481
2021-08-26,377.95,392.68,369.43,380.97,10492,3997137.24,0.07813561240661082,0.07523326458078068,0.13979985261454775
2021-08-27,393.87,407.64,380.54,389.74,18811,7331399.140000001,0.02302018531642913,0.022759218266936686,0.11816575468869674
2021-08-28,423.92,435.67,412.93,427.77,34272,14660533.44,0.09757787242777227,0.09310581782614899,0.12413497803496563
2021-08-29,419.78,423.04,404.63,412.8,82010,33853728.0,-0.03499544147555922,-0.03562245379478439,0.14422499792500723
2021-08-30,384.6,393.33,377.87,388.41,57153,22198796.73,-0.05908430232558137,-0.06090173142868737,0.1672068063717676
2021-08-31,353.52,357.27,352.02,353.33,64110,22651986.3,-0.09031693313766387,-0.09465901830742676,0.1904817788421481
2021-09-01,385.28,395.38,372.23,383.75,23979,9201941.25,0.0860951518410551,0.08258883447016802,0.20101190482541162
2021-09-02,401.26,403.72,391.09,397.34,38328,15229247.52,0.03541368078175888,0.03480103843851048,0.1898811307362487
2021-09-03,406.57,406.44,384.17,396.73,22867,9072024.91,-0.0015352091407860868,-0.0015363887818241183,0.1889328588435325
2021-09-04,400.57,420.92,388.89,402.83,69234,27889532.22,0.01537569631739455,0.015258688162370795,0.1590755331831068
2021-09-05,386.51,398.62,373.87,380.82,35851,13652777.82,-0.05463843308591709,-0.05618781417403036,0.16439446027608456
2021-09-06,440.08,451.35,420.08,430.23,41279,17759464.17,0.12974633685205617,0.12199312686279694,0.19849927784917828
2021-09-07,434.15,451.51,422.44,433.32,83402,36139754.64,0.007182204867163922,0.007156535668135927,0.15430412164181673
2021-09-08,433.25,458.02,424.16,436.0,25449,11095764.0,0.0061848056863287315,0.006165758271667551,0.14185069673761863
2021-09-09,442.37,463.2,437.07,451.02,86221,38887395.42,0.034449541284403695,0.033869441068398225,0.1417267788255015
2021-09-10,470.56,466.63,447.85,461.14,99080,45689751.199999996,0.02243802935568273,0.022190000111034752,0.13986481674023174
2021-09-11,464.9,471.12,458.02,466.12,15451,7202020.12,0.010799323415882522,0.010741427176595503,0.140172308418653
2021-09-12,445.8,467.79,432.82,450.81,97178,43808814.18,-0.03284561915386597,-0.03339714699931777,0.12677192113339567
2021-09-13,453.95,471.0,446.98,460.74,51316,23643333.84,0.022027018034205037,0.02178792786476231,0.056782397569906946
2021-09-14,493.86,509.51,481.85,498.88,73064,36450168.32,0.0827798758518905,0.07953169329890458,0.08954364427639883
2021-09-15,530.89,533.54,514.55,526.29,73761,38819676.69,0.05494307248236052,0.05348680573979139,0.09335846407614094
2021-09-16,563.94,566.5,546.62,558.65,48870,27301225.5,0.06148701286363045,0.059670767384143994,0.09900437333722725
2021-09-17,552.19,560.85,539.51,548.93,40873,22436415.889999997,-0.01739908708493698,-0.01755223016694708,0.11026644256353756
2021-09-18,530.3,534.36,521.85,529.63,68627,36346918.01,-0.03515930993022787,-0.03579227928227553,0.1259401279734792
2021-09-19,521.39,538.9,512.74,527.62,76155,40180901.1,-0.003795102241187176,-0.0038023219137499733,0.11476253533753136
2021-09-20,525.58,546.79,517.91,529.23,35372,18719923.560000002,0.0030514385353095363,0.0030467923460499114,0.11641197693846805
2021-09-21,546.08,550.95,542.27,551.62,13642,7525200.04,0.0423067475388772,0.04143628344349695,0.09845488328989406
2021-09-22,521.13,520.56,513.38,518.27,38001,19694778.27,-0.06045828650157725,-0.06236306143525123,0.11196842908522553
2021-09-23,544.04,562.74,531.58,549.36,44064,24206999.04,0.05998803712350709,0.05825762232775093,0.11106276573346197
2021-09-24,543.13,563.52,536.14,546.7,24122,13187497.4,-0.004841997961263944,-0.00485375841146729,0.10975928966568158
2021-09-25,537.74,546.21,534.79,538.66,34820,18756141.2,-0.014706420340223292,-0.01481563180223275,0.10374831752365309
2021-09-26,510.57,518.93,508.51,518.92,78431,40699414.519999996,-0.036646493149667725,-0.03733484539590934,0.1112412378786788
2021-09-27,486.56,503.48,477.33,486.32,65745,31973108.4,-0.06282278578586287,-0.06488288526234454,0.1270025583164396
2021-09-28,502.75,509.23,494.49,503.28,60081,30237565.68,0.0348741569337061,0.034279831821307054,0.12364157020567547
2021-09-29,511.17,513.45,492.37,505.25,80902,40875735.5,0.003914322047369412,0.003906681021956345,0.10982568108719279
2021-09-30,475.85,491.55,470.95,479.95,18711,8980344.45,-0.050074220682830295,-0.05137142447418447,0.09081894237720355
2021-10-01,448.05,461.22,446.08,454.55,95132,43242250.6,-0.05292217939368682,-0.0543740132416787,0.09503459335570512
2021-10-02,446.46,453.95,431.52,448.33,28793,12908765.69,-0.013683863161368492,-0.013778350171914788,0.09518726800746234
2021-10-03,476.72,487.93,480.91,482.22,18199,8775921.780000001,0.07559164008654351,0.07287087305672964,0.13545597829675335
2021-10-04,477.72,496.81,467.78,477.52,86253,41187532.559999995,-0.00974658869395717,-0.009794397592287698,0.11995803672283782
2021-10-05,438.66,463.76,433.32,447.96,46191,20691720.36,-0.0619031663595242,-0.06390210114590163,0.12481501773475265
2021-10-06,440.52,456.42,430.41,443.55,20211,8964589.05,-0.009844628984730708,-0.009893407747896796,0.12291377119279068
2021-10-07,433.95,437.66,423.49,438.59,73069,32047332.709999997,-0.011182504790891779,-0.011245499060329456,0.11683390949453983
